time,latitude,longitude,depth,magnitude,place
1694721522013,-6.1561,149.5901,40.0,5.6,"7 km NE of Kandrian, Papua New Guinea"
1694701506579,5.2515,-76.7301,10.0,5.2,"9 km S of El Cantón de San Pablo, Colombia"
1694674864008,6.7906,-73.0327,158.809,5.1,"7 km WNW of Cepitá, Colombia"
1694627467058,15.2251,39.473,10.0,5.0,"42 km S of Massawa, Eritrea"
1694623503697,-23.0514,170.0367,10.0,5.0,"264 km E of Vao, New Caledonia"
1694605755813,-36.2299,-97.9312,10.0,6.1,West Chile Rise
1694605014834,-9.6539,159.8291,45.099,5.2,"13 km ENE of Malango, Solomon Islands"
1694583273417,-5.754,110.1746,650.655,5.0,"100 km NW of Batang, Indonesia"
1694572388692,70.6481,-14.6524,10.0,5.1,"220 km W of Olonkinbyen, Svalbard and Jan Mayen"
1694560657363,51.4926,-176.4217,49.544,5.0,"44 km SSE of Adak, Alaska"
1694516597243,19.2355,121.2293,31.11,6.2,"69 km N of Namuac, Philippines"
1694494717914,-20.6565,-68.5181,110.914,5.3,"Tarapaca, Chile"
1694486450492,15.1471,-93.4529,64.444,5.1,"45 km SW of La Esperanza (El Zapotal), Mexico"
1694482734528,-22.3635,169.7685,10.0,5.0,"214 km ESE of Tadine, New Caledonia"
1694481531540,-10.2681,161.4926,71.087,5.1,"51 km WNW of Kirakira, Solomon Islands"
1694472666644,55.4742,166.4214,13.592,5.3,"260 km ESE of Ust’-Kamchatsk Staryy, Russia"
1694453520809,24.3645,94.8511,110.242,5.0,"83 km ESE of Wāngjing, India"
1694439428678,-27.1693,-71.1762,21.043,5.5,"86 km WNW of Copiapó, Chile"
1694436693104,1.1246,127.4888,151.0,6.0,"38 km NNE of Ternate, Indonesia"
1694424056615,0.7352,-26.0932,10.0,5.9,central Mid-Atlantic Ridge
1694409246890,-55.9543,-27.5796,90.209,5.0,South Sandwich Islands region
1694358197604,-28.7389,-177.2589,40.546,5.3,Kermadec Islands region
1694358119547,29.2562,129.4839,10.0,5.3,"90 km N of Tatsugō, Japan"
1694351036654,54.274,-160.9245,26.363,5.0,"121 km SSW of Sand Point, Alaska"
1694270604563,0.0018,119.7663,13.0,6.0,"101 km N of Palu, Indonesia"
1694228989056,-4.7589,-105.5478,10.0,5.8,central East Pacific Rise
1694220343888,-18.8902,168.9232,164.408,5.0,"81 km NNW of Isangel, Vanuatu"
1694217974503,-6.8316,116.5593,512.824,5.6,"176 km NNE of Gili Air, Indonesia"
1694211061405,31.058,-8.3847,19.0,6.8,"Al Haouz, Morocco"
1694205120407,-32.193,-13.8094,10.0,5.0,southern Mid-Atlantic Ridge
1694196494413,29.2727,129.4376,11.359,5.1,"92 km N of Tatsugō, Japan"
1694194132392,29.1423,129.5972,22.323,5.0,"76 km N of Tatsugō, Japan"
1694191031830,19.436,-104.981,13.0,5.8,"5 km NNW of Emiliano Zapata, Mexico"
1694190889754,-19.0323,-175.5564,216.61,5.2,"152 km WNW of Fangale’ounga, Tonga"
1694188398596,19.3843,-105.0882,14.0,5.6,"12 km W of Emiliano Zapata, Mexico"
1694170487601,19.0392,145.8277,133.784,5.2,"Maug Islands region, Northern Mariana Islands"
1694165328829,38.9143,142.1007,40.452,5.2,"37 km ESE of Ōfunato, Japan"
1694164197277,-32.7996,-179.3741,79.0,6.6,south of the Kermadec Islands
1694114413205,4.405,127.7487,130.486,5.1,"276 km ESE of Sarangani, Philippines"
1694062862134,-55.3678,-127.9775,10.0,5.1,Pacific-Antarctic Ridge
1694062165348,-55.4432,-128.2299,10.0,5.3,Pacific-Antarctic Ridge
1694044084632,-30.2737,-71.4817,36.0,6.3,"38 km SSW of Coquimbo, Chile"
1693936220270,-5.0279,-11.5582,10.0,5.0,Ascension Island region
1693928540864,-5.4349,34.9283,10.0,5.1,"37 km SSE of Ikungi, Tanzania"
1693926196629,-5.3081,142.8841,49.0,5.8,"Enga, Papua New Guinea"
1693925883819,2.5656,95.8459,23.817,5.1,"60 km W of Sinabang, Indonesia"
1693875323899,-23.9538,175.5059,11.0,5.7,south of the Fiji Islands
1693838849455,-2.369,-12.3731,10.0,5.1,north of Ascension Island
1693835536174,-47.2899,-12.5902,10.0,5.0,southern Mid-Atlantic Ridge
1693818676954,2.1697,127.241,104.328,5.0,"98 km WNW of Tobelo, Indonesia"
1693776598937,6.8178,147.9139,10.0,5.5,"State of Yap, Federated States of Micronesia"
1693736936648,-5.333,153.758,55.114,5.1,"198 km ESE of Kokopo, Papua New Guinea"
1693713114107,-17.1651,-172.445,10.0,5.0,"196 km SE of Hihifo, Tonga"
1693653061719,-8.2098,-74.2328,150.781,5.3,"39 km ENE of San Fernando, Peru"
1693601394440,50.6792,156.313,137.0,6.1,"13 km E of Severo-Kuril’sk, Russia"
1693595340432,-4.4157,143.8415,118.264,5.3,"46 km SSW of Angoram, Papua New Guinea"
1693562492954,-58.7823,-25.4423,29.457,5.0,South Sandwich Islands region
1693510422976,-9.8238,160.2109,22.741,5.1,"51 km SSE of Honiara, Solomon Islands"
1693477768866,-9.4768,123.9031,47.151,5.4,"19 km NE of Naisano Dua, Indonesia"
1693430420164,-10.8336,164.4588,10.0,5.0,"146 km W of Lata, Solomon Islands"
1693421964817,54.8166,-161.2124,46.578,5.1,Alaska Peninsula
1693405028049,-29.446,-71.3456,43.104,5.3,"51 km N of La Serena, Chile"
1693403754645,-14.7383,168.0239,10.0,5.3,"107 km ENE of Port-Olry, Vanuatu"
1693403679347,-22.073,170.2134,10.0,5.1,"248 km ESE of Tadine, New Caledonia"
1693381168763,-22.5031,-12.7687,10.0,5.1,southern Mid-Atlantic Ridge
1693361826984,-6.1023,103.9727,48.125,5.0,"160 km WSW of Bandar Lampung, Indonesia"
1693304127275,13.1887,143.8269,144.472,5.2,"91 km W of Umatac Village, Guam"
1693285163377,9.9367,-78.4562,33.948,5.5,"56 km NNE of Narganá, Panama"
1693283682790,-5.5578,129.9456,203.0,5.9,"270 km SSE of Amahai, Indonesia"
1693265101412,-43.8022,-73.2189,77.393,5.0,"68 km WNW of La Junta, Chile"
1693253286461,-7.0269,117.2121,481.974,5.7,"156 km N of Pototano, Indonesia"
1693253213008,-6.8165,116.6136,514.072,5.5,"180 km NNE of Gili Air, Indonesia"
1693252530875,-6.7888,116.5211,500.0,7.1,"180 km NNE of Gili Air, Indonesia"
1693245556946,4.3673,126.5051,28.833,5.3,"Pulau-Pulau Talaud, Indonesia"
1693172700683,5.3394,-76.6839,24.036,5.7,"5 km E of El Cantón de San Pablo, Colombia"
1693155829506,36.4491,142.6936,10.0,5.0,"174 km ESE of Iwaki, Japan"
1693070233298,-56.0754,-27.2458,99.331,5.1,South Sandwich Islands region
1693042848437,-58.5712,148.8833,10.0,5.1,west of Macquarie Island
1692996444268,-39.5626,-16.0369,10.0,5.5,southern Mid-Atlantic Ridge
1692990887669,-1.8393,152.1727,10.0,5.1,"173 km ENE of Kavieng, Papua New Guinea"
1692990821882,6.2438,124.7479,13.286,5.0,"4 km ENE of Lake Sebu, Philippines"
1692984174790,-59.4143,-26.4807,98.786,5.2,South Sandwich Islands region
1692959617735,-56.3181,-27.1749,60.958,5.0,South Sandwich Islands region
1692917303843,39.5518,143.3026,18.0,5.8,"116 km E of Yamada, Japan"
1692907695966,-17.9055,168.0097,35.0,5.0,"37 km WSW of Port-Vila, Vanuatu"
1692836589741,46.3859,149.6557,10.035,5.0,"188 km NE of Kuril’sk, Russia"
1692813085392,-55.8968,-27.4842,91.352,5.1,South Sandwich Islands region
1692800563170,-26.8836,-63.2947,554.0,6.2,"17 km NNW of El Hoyo, Argentina"
1692799329444,-20.4159,-69.1166,85.029,5.2,"57 km E of La Tirana, Chile"
1692612078472,-7.4132,120.4887,515.398,5.2,Flores Sea
1692595452006,-3.1989,-79.9653,40.35,5.4,"6 km N of Machala, Ecuador"
1692567660970,34.4085,-119.1883333,4.84,5.08,"7 km SE of Ojai, CA"
1692561588838,-56.0011,-27.6161,79.0,5.7,South Sandwich Islands region
1692496134796,51.627,-167.3235,10.0,5.2,"179 km SE of Nikolski, Alaska"
1692486659305,14.8785,144.3949,10.0,5.4,"132 km W of San Jose Village, Northern Mariana Islands"
1692456368434,30.3522,94.7507,10.0,5.0,"205 km N of Shi Yomi, India"
1692391153989,-29.6046,-112.4033,10.0,5.4,Easter Island region
1692354475324,-16.0718,-75.0613,23.218,5.4,"78 km S of San Juan, Peru"
1692345477615,-0.4522,-19.7274,10.0,5.7,central Mid-Atlantic Ridge
1692321326559,4.3633,-73.485,10.0,5.0,"10 km N of Cumaral, Colombia"
1692292637698,4.258,-73.5289,10.0,5.6,"3 km E of Restrepo, Colombia"
1692291888770,4.3463,-73.6199,10.0,6.1,"10 km E of El Calvario, Colombia"
1692290461780,-0.3289,-19.5802,10.0,6.0,central Mid-Atlantic Ridge
1692289900245,-23.6941,-175.5754,19.791,5.1,"268 km SSW of ‘Ohonua, Tonga"
1692246528151,-7.4965,105.5471,54.787,5.4,"124 km WSW of Pelabuhanratu, Indonesia"
1692201622814,-24.5924,-176.008,28.948,5.5,south of the Fiji Islands
1692198160455,49.3209,156.0464,20.597,5.3,"150 km S of Severo-Kuril?sk, Russia"
1692190059720,-13.8882,167.2249,188.0,6.5,"35 km W of Sola, Vanuatu"
1692158944886,-12.5848,167.0795,225.341,5.0,"151 km NNW of Sola, Vanuatu"
1692149851880,40.2712,53.143,50.639,5.1,"31 km NNE of Türkmenbaşy, Turkmenistan"
1692119251112,24.8191,125.4234,38.993,5.0,"southwestern Ryukyu Islands, Japan"
1692071642700,-8.3786,121.4462,173.0,5.5,"Flores region, Indonesia"
1692051192730,53.7138,-164.4125,36.497,5.0,"101 km ESE of Akutan, Alaska"
1692024588667,24.9796,92.2481,36.648,5.3,"16 km NW of Karīmganj, India"
1692021113761,13.347,147.5297,8.0,6.1,Mariana Islands region
1692009598130,-43.5041,39.1083,10.0,6.0,Prince Edward Islands region
1691912971309,35.2795,23.8505,10.0,5.1,"16 km ENE of Palaióchora, Greece"
1691899765479,-6.4047,148.7654,19.848,5.7,"89 km WSW of Kandrian, Papua New Guinea"
1691890990527,20.4838,121.5736,50.086,5.4,"41 km W of Basco, Philippines"
1691846417303,-0.6518,121.2134,18.433,5.0,"96 km NNE of Poso, Indonesia"
1691712873164,41.1218,142.8297,34.0,5.9,"Hokkaido, Japan region"
1691711599887,-40.2095,173.5365,181.278,5.1,"88 km SSW of Opunake, New Zealand"
1691689681234,38.2665,38.2011,10.0,5.2,"5 km SW of Yeşilyurt, Turkey"
1691659720348,-24.2774,-176.3682,22.498,5.0,south of the Fiji Islands
1691650717889,-5.6391,133.8123,10.0,5.1,"117 km E of Tual, Indonesia"
1691632829168,-5.761,131.4651,86.496,5.2,"143 km W of Tual, Indonesia"
1691573606267,16.1516,-93.7276,103.0,5.8,"7 km NNE of Tonalá, Mexico"
1691572828507,13.3986,144.1398,439.0,5.7,Guam region
1691542638049,6.5014,126.3305,62.03,5.3,"22 km NE of Pondaguitan, Philippines"
1691519934184,-15.2082,-173.1883,42.0,6.1,"105 km NE of Hihifo, Tonga"
1691508678374,-5.4436,34.9505,7.0,5.5,"39 km SSE of Ikungi, Tanzania"
1691452141308,-55.7487,-27.0444,13.0,5.6,South Sandwich Islands region
1691451190166,-15.5425,-177.4341,408.524,5.0,"154 km SSE of Alo, Wallis and Futuna"
1691393001808,9.1915,93.7124,10.0,5.0,"293 km SSE of Port Blair, India"
1691366112497,-55.7362,-27.2008,15.487,5.4,South Sandwich Islands region
1691345561603,30.7578,131.4022,12.851,5.5,"38 km E of Nishinoomote, Japan"
1691331908394,-55.6352,-26.9503,21.427,5.2,South Sandwich Islands region
1691331470317,-55.7055,-27.106,12.0,5.7,South Sandwich Islands region
1691328194830,36.5314,70.9379,85.167,5.1,"38 km SSE of Jurm, Afghanistan"
1691316562344,-1.0804,120.281,10.0,5.3,"49 km ESE of Palu, Indonesia"
1691294667000,-54.3073,-136.6058,10.0,5.5,Pacific-Antarctic Ridge
1691286274949,-1.1715,120.2762,10.0,5.2,"53 km ESE of Palu, Indonesia"
1691281969691,36.431,70.6689,218.046,5.3,"Badakhshan, Afghanistan"
1691271283128,-33.7603,118.2467,10.0,5.2,"64 km E of Katanning, Australia"
1691260439457,37.2306,116.3908,18.0,5.4,"24 km S of Dezhou, China"
1691257120209,-19.5528,-69.0472,100.778,5.1,"Tarapaca, Chile"
1691251309816,36.4504,70.7227,209.0,5.8,"47 km SSW of Jurm, Afghanistan"
1691244622133,52.3862,-31.7979,10.0,5.3,northern Mid-Atlantic Ridge
1691220006009,-28.1775,-63.1836,575.0,6.2,"Santiago del Estero, Argentina"
1691204764876,34.8611,72.8455,45.949,5.0,"23 km NNW of Shingli Bala, Pakistan"
1691149719019,-0.2079,124.954,40.0,5.6,"92 km SE of Modisi, Indonesia"
1691109104377,-6.1265,113.093,575.691,5.5,"109 km NNE of Bangkalan, Indonesia"
1691100576236,3.5131,-76.2356,161.146,5.1,Colombia
1691091230833,54.6385,-161.0718,35.0,5.6,"85 km SSW of Sand Point, Alaska"
1691025921434,5.6396,-82.6062,7.0,5.9,"266 km S of Burica, Panama"
1690939954622,-21.604,-179.2848,619.0,5.8,Fiji region
1690938437066,9.5163,94.0695,10.0,5.2,"278 km SSE of Port Blair, India"
1690935011622,9.3458,93.9282,10.0,5.3,"287 km SSE of Port Blair, India"
1690922532508,-32.6842,-178.4184,10.0,5.0,south of the Kermadec Islands
1690910125139,15.2211,39.5264,7.0,5.6,Eritrea
1690908589339,54.6595,168.2148,12.393,5.7,"Komandorskiye Ostrova, Russia region"
1690882778372,-10.1535,161.186,108.607,5.0,"87 km WNW of Kirakira, Solomon Islands"
1690876999853,19.256,121.2607,32.206,5.4,"72 km N of Namuac, Philippines"
1690706638846,-55.923,-27.372,52.112,5.2,South Sandwich Islands region
1690684024683,9.0817,-76.6299,50.677,5.2,near the north coast of Colombia
1690679442733,-54.1926,-61.6532,10.0,5.0,Falkland Islands region
1690679429594,12.8061,-90.9046,9.0,5.7,off the coast of Central America
1690629549875,1.4539,128.233,73.062,5.0,"39 km SE of Tobelo, Indonesia"
1690613862076,-58.6267,-26.1765,115.496,5.4,South Sandwich Islands region
1690572901342,-58.7654,-25.1897,37.297,5.5,South Sandwich Islands region
1690572226487,10.5368,93.5418,88.891,5.9,"152 km SE of Port Blair, India"
1690571482434,59.0039,-153.9767,106.6,5.0,"66 km SE of Kokhanok, Alaska"
1690565881354,-17.9647,-178.4785,598.794,5.0,"233 km E of Levuka, Fiji"
1690531135884,-30.4971,59.7825,10.0,5.9,Southwest Indian Ridge
1690528395431,-30.5124,59.9154,10.0,5.4,Southwest Indian Ridge
1690527786605,-30.4395,59.8464,10.0,5.5,Southwest Indian Ridge
1690496035178,30.35,94.8318,10.0,5.0,"206 km NNE of Shi Yomi, India"
1690495837346,-14.6856,167.8003,10.0,5.0,"87 km ENE of Port-Olry, Vanuatu"
1690488791854,3.2786,-31.4507,10.0,5.1,central Mid-Atlantic Ridge
1690458230374,-24.8104,-179.2769,401.132,5.4,south of the Fiji Islands
1690456014883,44.2396,147.7014,77.882,5.3,"92 km ENE of Shikotan, Russia"
1690441380534,-14.6812,168.0322,10.0,5.3,"103 km SSE of Sola, Vanuatu"
1690421151870,-14.5653,167.8651,10.0,5.4,"83 km SSE of Sola, Vanuatu"
1690417738324,-16.2994,-172.8553,10.0,5.5,"107 km ESE of Hihifo, Tonga"
1690413188268,-14.5494,167.8834,11.883,5.1,"82 km SSE of Sola, Vanuatu"
1690393677448,4.775,124.963,11.677,5.1,"88 km SW of Sarangani, Philippines"
1690388432336,-7.3328,121.9453,10.0,5.0,"145 km NNW of Maumere, Indonesia"
1690379997098,-14.6621,168.0709,10.0,5.0,Vanuatu
1690376570886,-14.824,168.0443,10.0,5.2,"107 km ENE of Port-Olry, Vanuatu"
1690375475646,-14.74,167.9135,13.0,6.4,"96 km ENE of Port-Olry, Vanuatu"
1690368001612,-57.9604,-23.9995,10.0,5.3,South Sandwich Islands region
1690313407823,-11.0768,163.0416,47.637,5.0,"140 km ESE of Kirakira, Solomon Islands"
1690299305938,2.2525,126.8188,55.246,5.1,"144 km WNW of Tobelo, Indonesia"
1690281318992,17.0901,145.5391,378.901,5.6,"209 km N of Saipan, Northern Mariana Islands"
1690263891283,37.5794,35.9482,13.116,5.5,"18 km NE of Kozan, Turkey"
1690249002114,48.0778,154.955,10.0,5.1,Kuril Islands
1690244710718,-9.0432,123.9238,87.512,5.6,"53 km WNW of Pante Makasar, Timor Leste"
1690174969228,-24.1938,178.619,555.221,5.4,south of the Fiji Islands
1690174902349,-24.169,178.6547,568.363,5.0,south of the Fiji Islands
1690166996186,-24.0956,178.7423,523.0,6.0,"665 km S of Suva, Fiji"
1690115609354,-8.6271,111.1186,96.623,5.1,"Java, Indonesia"
1689966103175,-22.7009,-175.1192,10.0,5.7,"151 km S of ‘Ohonua, Tonga"
1689823892945,-1.5687,126.4517,10.0,5.2,"75 km NE of Sanana, Indonesia"
1689823497526,-28.0883,-176.6011,10.0,5.0,Kermadec Islands region
1689783313526,-58.5711,-26.3937,151.034,5.2,South Sandwich Islands region
1689779928527,-3.1814,139.7735,29.42,5.2,"115 km SW of Abepura, Indonesia"
1689761548699,-7.9713,-74.3216,140.9,5.0,"51 km NNE of Pucallpa, Peru"
1689751600770,36.5193,70.0961,215.106,5.1,"22 km ESE of Farkhār, Afghanistan"
1689734817152,12.842,-88.2108,71.486,5.0,"41 km S of Chirilagua, El Salvador"
1689734739985,-35.0147,-107.69,10.0,5.2,southern East Pacific Rise
1689726127656,12.8,-88.0796,70.808,6.5,"43 km S of Intipucá, El Salvador"
1689675228543,17.9986,-105.731,10.0,5.6,"173 km SW of La Manzanilla, Mexico"
1689608124450,5.7772,124.0668,9.0,5.4,"49 km SW of Malisbeng, Philippines"
1689587194041,-1.5166,126.3639,10.0,5.0,"73 km NE of Sanana, Indonesia"
1689568933423,-1.5393,126.4716,10.0,5.6,"79 km NE of Sanana, Indonesia"
1689563111472,-38.1862,-70.4427,186.0,6.6,"19 km SE of Loncopué, Argentina"
1689524040163,-5.7118,148.305,140.924,5.2,"106 km NNE of Finschhafen, Papua New Guinea"
1689515074199,18.3051,-100.8784,62.74,5.1,"3 km W of Paso de Arena, Mexico"
1689490280149,54.6283,-160.8146,35.0,5.8,"81 km SSW of Sand Point, Alaska"
1689490101158,54.3926,-160.762,25.0,7.2,"106 km S of Sand Point, Alaska"
1689455496617,48.2602,154.8056,35.0,5.0,"285 km SSW of Severo-Kuril’sk, Russia"
1689352392055,14.8727,-94.1187,35.0,5.0,"off the coast of Chiapas, Mexico"
1689326940404,14.9004,-93.9011,34.0,6.3,"Offshore Chiapas, Mexico"
1689302679555,-59.3761,-25.8255,57.145,5.0,South Sandwich Islands region
1689300109991,28.6508,143.302,10.0,5.3,"Bonin Islands, Japan region"
1689263528821,29.8747,138.6684,436.153,5.2,"Izu Islands, Japan region"
1689253585941,75.1834,135.8186,10.0,5.1,"New Siberian Islands, Sakha, Russia"
1689223434456,40.067,142.7592,35.0,5.0,"80 km E of Noda, Japan"
1689218999024,10.0272,-104.1235,10.0,5.3,northern East Pacific Rise
1689151171337,-10.1507,118.8415,16.765,5.0,"90 km SSW of Tambolaka, Indonesia"
1689104292333,-59.5989,-29.7419,10.0,5.3,South Sandwich Islands region
1689096387980,-34.849,-107.4449,10.0,5.0,southern East Pacific Rise
1689084484261,-56.9541,-25.2366,13.858,5.1,South Sandwich Islands region
1689024892337,-34.9508,-107.7462,10.0,5.6,southern East Pacific Rise
1689020906195,20.0634,-61.1021,14.0,6.6,"278 km NNE of Codrington, Antigua and Barbuda"
1688994071580,11.3685,125.3559,70.925,5.0,"17 km WSW of Cabay, Philippines"
1688943734641,-30.1926,-177.2307,36.145,5.0,"Kermadec Islands, New Zealand"
1688941379149,64.0461,-22.1636,5.0,5.2,"9 km SW of Álftanes, Iceland"
1688928554124,24.0081,143.0829,10.0,5.1,"Volcano Islands, Japan region"
1688928219599,-15.7717,166.9122,10.0,5.3,"38 km SW of Luganville, Vanuatu"
1688922693759,-33.2105,-70.3351,99.0,5.7,"30 km ENE of Chicureo Abajo, Chile"
1688911743074,5.508,94.5895,37.801,5.2,"81 km W of Banda Aceh, Indonesia"
1688909916805,24.0087,143.0668,10.0,5.4,"Volcano Islands, Japan region"
1688861183480,-7.4416,156.0819,19.0,5.5,Solomon Islands
1688851323436,21.8848,121.6092,10.0,5.1,"90 km E of Hengchun, Taiwan"
1688845631473,21.9267,121.5692,4.0,5.6,"85 km E of Hengchun, Taiwan"
1688737928038,-24.5781,-175.7966,23.288,5.1,south of Tonga
1688701163112,-54.9282,-129.8573,10.0,5.0,Pacific-Antarctic Ridge
1688673841219,-9.5077,148.9127,10.0,5.0,"111 km SE of Popondetta, Papua New Guinea"
1688663599399,-7.0119,129.4318,126.526,5.3,"Kepulauan Babar, Indonesia"
1688639468437,-60.5509,153.7183,10.0,5.9,west of Macquarie Island
1688606497190,-18.7026,65.2543,10.0,5.1,"221 km ENE of Port Mathurin, Mauritius"
1688603516863,-23.8192,-67.7929,135.0,5.8,"108 km SSE of San Pedro de Atacama, Chile"
1688558832579,0.0089,97.2079,10.0,5.1,"91 km SW of Teluk Dalam, Indonesia"
1688486726536,-33.0508,-179.4076,57.437,5.3,south of the Kermadec Islands
1688472061369,-58.1291,-12.8468,10.0,5.9,east of the South Sandwich Islands
1688429888100,-23.7007,-175.7538,10.0,5.3,"273 km SSW of ‘Ohonua, Tonga"
1688417865120,-13.3934,166.4775,12.0,5.7,"127 km WNW of Sola, Vanuatu"
1688414509849,41.7302,49.2849,53.0,5.3,"49 km NE of Xaçmaz, Azerbaijan"
1688405187085,-23.9581,-175.597,15.572,5.1,"297 km SSW of ‘Ohonua, Tonga"
1688389418599,-16.9455,-176.8186,10.0,5.3,Fiji region
1688383595909,-21.4916,169.6578,20.991,5.3,"184 km E of Tadine, New Caledonia"
1688352694536,-3.7466,140.1181,13.794,5.4,"139 km SSW of Abepura, Indonesia"
1688326324818,-29.1576,-177.5613,64.113,5.2,"Kermadec Islands, New Zealand"
1688321601205,-0.1034,97.3302,19.818,5.1,"Kepulauan Batu, Indonesia"
1688293663732,-17.881,-174.9484,229.0,6.9,"132 km NW of Neiafu, Tonga"
1688265677605,-23.5361,-175.5015,9.0,5.6,"249 km SSW of ‘Ohonua, Tonga"
1688261101292,-15.9842,-73.7322,47.832,5.0,"27 km NNW of Atico, Peru"
1688250089296,-17.7783,-173.5802,46.349,5.0,"105 km NNE of Neiafu, Tonga"
1688202901085,49.8759,155.0264,132.655,5.3,"118 km SW of Severo-Kuril’sk, Russia"
1688196583096,-0.1517,88.7184,31.0,5.9,South Indian Ocean
1688168272475,-34.0581,58.137,10.0,5.0,South Indian Ocean
1688151536031,-16.3426,-173.3848,55.326,5.0,"61 km SE of Hihifo, Tonga"
1688129862414,-8.6478,110.0229,76.421,5.9,"82 km SSW of Bambanglipuro, Indonesia"
1688038218334,10.1859,126.9028,22.001,5.2,Philippine Islands region
1688014678964,37.2073,71.798,129.867,5.0,"38 km SE of Khorugh, Tajikistan"
1687992114339,-59.0079,-26.1043,127.402,5.1,South Sandwich Islands region
1687949653629,-19.2514,-174.969,117.667,5.4,"87 km NW of Fangale’ounga, Tonga"
1687926088983,-16.2722,178.5024,10.0,5.5,"93 km W of Labasa, Fiji"
1687909101428,42.0836,133.9943,442.0,5.8,"Primor'ye, Russia"
1687874847441,0.5974,-79.9871,35.0,5.0,"3 km ESE of Muisne, Ecuador"
1687782967848,-23.8874,-175.9695,35.0,5.2,Tonga region
1687774356013,2.1413,98.479,91.467,5.2,"55 km NW of Sibolga, Indonesia"
1687707003189,-11.5358,166.3443,49.035,5.0,"107 km SSE of Lata, Solomon Islands"
1687681592470,-24.0746,-175.7088,10.0,5.4,south of Tonga
1687677418830,-24.0818,-175.576,9.0,6.2,south of Tonga
1687655842771,29.9143,139.937,12.482,5.2,"Izu Islands, Japan region"
1687654715418,-24.2319,-175.4991,10.0,5.4,south of Tonga
1687561552281,-15.3499,-177.3496,10.0,5.6,"141 km SE of Alo, Wallis and Futuna"
1687556905388,44.9547,-28.0502,10.0,5.6,northern Mid-Atlantic Ridge
1687547329740,44.9723,-27.9893,10.0,5.4,northern Mid-Atlantic Ridge
1687547176025,-15.1566,-172.9883,35.0,5.4,"123 km NE of Hihifo, Tonga"
1687541953135,45.8109,143.1203,314.0,5.6,"94 km NE of Hamatonbetsu, Japan"
1687533188466,44.8104,-27.9149,10.0,5.3,northern Mid-Atlantic Ridge
1687526873913,44.8921,-28.0466,10.0,5.2,northern Mid-Atlantic Ridge
1687505188156,-27.0949,-176.6428,22.953,5.1,Kermadec Islands region
1687462424142,-28.6819,-176.4541,10.0,5.1,Kermadec Islands region
1687419413979,-24.5361,-175.7791,10.0,5.2,south of Tonga
1687397056349,26.3496,127.8415,37.098,5.0,"2 km WSW of Gushikawa, Japan"
1687361083550,-60.4494,-27.0376,10.0,5.2,South Sandwich Islands region
1687320653045,-12.7671,-14.7485,10.0,5.5,southern Mid-Atlantic Ridge
1687304027635,33.7277,136.0713,410.377,5.0,"8 km E of Shingū, Japan"
1687291156163,-17.4349,-178.8012,553.432,5.7,"211 km ENE of Levuka, Fiji"
1687280877298,-23.7361,-175.8594,10.0,5.0,Tonga region
1687280571492,0.9148,-28.3025,10.0,5.3,central Mid-Atlantic Ridge
1687275706337,-23.8496,-175.64,22.055,5.2,"286 km SSW of ‘Ohonua, Tonga"
1687250357895,-0.9713,98.6027,19.993,5.5,"160 km NW of Tuapejat, Indonesia"
1687232738092,-23.809,-175.6816,10.0,5.1,"283 km SSW of ‘Ohonua, Tonga"
1687214409189,-4.4717,144.8664,10.0,5.1,"99 km ESE of Angoram, Papua New Guinea"
1687173491960,-4.4729,144.8345,23.844,6.2,"96 km ESE of Angoram, Papua New Guinea"
1687164908984,23.1118,-108.5169,10.0,5.2,"118 km E of La Playa, Mexico"
1687151951429,5.9842,-82.3534,10.0,5.3,"222 km SSW of Río Grande, Panama"
1687151648669,-27.8174,172.1769,10.0,5.2,"Norfolk Island, Australia region"
1687150245744,42.5016,142.8235,72.622,5.0,"Hokkaido, Japan region"
1687138824074,15.2546,96.2895,13.518,5.6,"131 km SSE of Pyapon, Myanmar"
1687125557213,-48.6733,31.1318,8.0,6.0,south of Africa
1687120221227,23.1671,-108.6922,4.0,6.4,Gulf of California
1687109640248,10.2332,126.2476,41.736,5.1,"32 km NE of Santa Monica, Philippines"
1687108588353,-23.8042,-175.8024,10.0,5.2,"286 km SSW of ‘Ohonua, Tonga"
1687101016825,-23.7473,-175.92,10.0,5.0,"284 km SSW of ‘Ohonua, Tonga"
1687100690814,-23.8159,-175.9282,10.0,5.9,"291 km SSW of ‘Ohonua, Tonga"
1687098576581,-23.9629,-175.8514,10.0,5.7,Tonga region
1687098525288,-23.9165,-175.977,10.0,5.1,Tonga region
1687098339146,-23.8469,-175.9568,10.0,5.1,"295 km SSW of ‘Ohonua, Tonga"
1687082368532,-15.3895,167.5081,118.51,5.3,"40 km ENE of Luganville, Vanuatu"
1687079671656,58.1016,-154.6028,84.2,5.0,"59 km N of Karluk, Alaska"
1687079428964,-0.6767,-77.5799,26.6,5.1,"36 km NE of Archidona, Ecuador"
1687043781479,-23.8866,-175.6426,10.047,5.4,"290 km SSW of ‘Ohonua, Tonga"
1687043642461,-23.7875,-175.473,10.0,5.1,"276 km S of ‘Ohonua, Tonga"
1687027497573,-14.9328,-173.2694,8.0,5.7,"126 km NNE of Hihifo, Tonga"
1687002160455,41.3973,142.6033,53.22,5.0,"85 km SSW of Honchō, Japan"
1687001760958,47.9724,147.3699,417.083,5.6,northwest of the Kuril Islands
